,cardName,winnum,losenum
828,电池 焦耳,0,1
829,鼠标 点点,0,1
8210,铅笔 追忆,0,1
8211,鼠标 点点,0,1
830,电吉他 和鸣,0,1
831,爆米花 米莉,0,1
832,嗜血杀戮,0,1
833,电池 欧姆,0,1
834,时钟 晨曦,0,1
835,羽毛球 拉丽,0,1
836,红汽水 满满,0,1
837,萨克斯 莉莉,0,1
838,刀 藏锋,0,1
839,风暴针刺,0,1
8310,铅笔 追忆,0,1
8311,鼠标 点点,0,1
840,电吉他 和鸣,0,1
841,爆米花 米莉,0,1
842,嗜血杀戮,0,1
843,电池 欧姆,0,1
844,时钟 晨曦,0,1
845,羽毛球 拉丽,0,1
846,重新出发,0,1
847,萨克斯 莉莉,0,1
848,刀 藏锋,0,1
849,巨雷枪,0,1
8410,铅笔 追忆,1,0
8411,鼠标 点点,1,0
850,电吉他 和鸣,1,1
851,爆米花 米莉,1,1
852,嗜血杀戮,1,1
853,精准爆破,1,1
854,羽毛球 拉丽,1,1
855,摩托 赤狸,1,1
856,引力炸弹,1,1
857,魅惑,1,1
858,海浪冲击,1,1
859,风暴针刺,1,1
8510,铅笔 追忆,0,1
8511,鼠标 点点,0,1
860,电吉他 和鸣,0,1
861,爆米花 米莉,0,1
862,嗜血杀戮,0,1
863,胡乱抓挠,0,1
864,弹射锯片,0,1
865,羽毛球 拉丽,0,1
866,时钟 晨曦,0,1
867,刀 藏锋,0,1
868,铅笔 追忆,0,1
869,风暴针刺,0,1
8610,铅笔 追忆,0,1
8611,鼠标 点点,0,1
870,电吉他 和鸣,1,1
871,爆米花 米莉,1,1
872,补水计划,1,1
873,裂地斩,1,1
874,纸巾 缠缠,1,1
875,临摹,1,1
876,茶壶 灵愈,1,1
877,羽毛球 拉丽,1,1
878,见证我！,1,1
879,胡乱抓挠,1,1
8710,铅笔 追忆,1,1
8711,鼠标 点点,1,1
880,电吉他 和鸣,0,1
881,爆米花 米莉,0,1
882,混乱补给,0,1
883,胡乱抓挠,0,1
884,引导,0,1
885,刀 百炼,0,1
886,超电磁炮,0,1
887,电池 伏特,0,1
888,鼠标 点点,0,1
889,弹簧安装,0,1
8810,铅笔 追忆,1,0
8811,肥皂 滑滑,1,0
890,电吉他 和鸣,0,1
891,爆米花 米莉,0,1
892,混乱补给,0,1
893,尖刺墙,0,1
894,引导,0,1
895,变大！,0,1
896,缩小！,0,1
897,电池 伏特,0,1
898,红汽水 浅浅,0,1
899,弹簧安装,0,1
8910,铅笔 追忆,0,2
8911,引力炸弹,0,2
900,电吉他 和鸣,0,1
901,爆米花 米莉,0,1
902,爆裂药瓶,0,1
903,重新出发,0,1
904,裂地斩,0,1
905,自行车 闪电,0,1
906,茶壶 灵愈,0,1
907,电池 欧姆,0,1
908,书 幻梦,0,1
909,海浪冲击,0,1
9010,铅笔 追忆,0,1
9011,风暴针刺,0,1
912,重新出发,1,0
913,羽毛球 拉丽,1,0
914,胡乱抓挠,1,0
915,补水计划,1,0
916,风暴针刺,1,0
917,见证我！,1,0
918,巨雷枪,1,0
919,纸巾 缠缠,1,0
9110,铅笔 追忆,1,0
9111,胡乱抓挠,1,0
920,电吉他 和鸣,2,4
921,爆米花 米莉,2,4
922,重新出发,2,4
923,海浪冲击,2,4
924,胡乱抓挠,2,4
925,补水计划,2,4
926,风暴针刺,2,4
927,自行车 闪电,2,4
928,巨雷枪,2,4
929,纸巾 缠缠,2,4
9210,铅笔 追忆,0,1
9211,修建阵地,0,1
930,电吉他 和鸣,1,0
931,爆米花 米莉,1,0
932,临摹,1,0
933,茶壶 灵愈,1,0
934,电池 欧姆,1,0
935,羽毛球 拉丽,1,0
936,引力炸弹,1,0
937,海浪冲击,1,0
938,留声机 回音,1,0
939,鼠标 点点,1,0
9310,橡皮 忘怀,0,1
9311,鼠标 点点,0,1
940,电吉他 和鸣,0,1
941,爆米花 米莉,0,1
942,海浪冲击,0,1
943,羽毛球 拉丽,0,1
944,电池 伏特,0,1
945,电池 欧姆,0,1
946,风暴针刺,0,1
947,胡乱抓挠,0,1
948,红汽水 浅浅,0,1
949,奋力滋水,0,1
9410,橡皮 忘怀,0,1
9411,风暴针刺,0,1
950,电吉他 和鸣,1,0
951,牛奶 银河,1,0
952,铅笔 追忆,1,0
953,鼠标 点点,1,0
954,协力攻击,1,0
955,书 幻梦,1,0
956,海浪冲击,1,0
957,引力炸弹,1,0
958,注射器 针妮,1,0
959,羽毛球 拉丽,1,0
9510,牙膏 露洁,0,1
9511,雨伞 守心,0,1
960,电吉他 和鸣,1,0
961,羽毛球 拉丽,1,0
962,电池 欧姆,1,0
963,引力炸弹,1,0
964,留声机 回音,1,0
965,鼠标 点点,1,0
966,铅笔 追忆,1,0
967,注射器 针妮,1,0
968,海浪冲击,1,0
969,茶壶 灵愈,1,0
9610,牙膏 露洁,1,1
9611,铅笔 追忆,1,1
970,电吉他 和鸣,2,0
971,羽毛球 拉丽,2,0
972,电池 欧姆,2,0
973,引力炸弹,2,0
974,留声机 回音,2,0
975,鼠标 点点,2,0
976,铅笔 追忆,2,0
977,协力攻击,2,0
978,海浪冲击,2,0
979,茶壶 灵愈,2,0
9710,牙膏 露洁,1,0
9711,牛奶 银河,1,0
980,电吉他 和鸣,2,0
981,羽毛球 拉丽,2,0
982,电池 欧姆,2,0
983,引力炸弹,2,0
984,留声机 回音,2,0
985,鼠标 点点,2,0
986,铅笔 追忆,2,0
987,协力攻击,2,0
988,海浪冲击,2,0
989,修建阵地,2,0
9810,牙膏 露洁,0,1
9811,羽毛球 拉丽,0,1
990,电吉他 和鸣,2,2
991,羽毛球 拉丽,2,2
992,电池 伏特,2,2
993,书 幻梦,2,2
994,纸巾 缠缠,2,2
995,鼠标 点点,2,2
996,茶壶 灵愈,2,2
997,牙膏 露洁,2,2
998,盔甲 怀抱,2,2
999,临摹,2,2
9910,牙膏 露洁,4,0
9911,鼠标 点点,4,0
1000,电吉他 和鸣,0,1
1001,羽毛球 拉丽,0,1
1002,电池 伏特,0,1
1003,书 幻梦,0,1
1004,纸巾 缠缠,0,1
1005,鼠标 点点,0,1
1006,变大！,0,1
1007,风暴针刺,0,1
1008,纯净水 浅浅,0,1
1009,爆裂药瓶,0,1
10010,牙膏 露洁,0,1
10011,鼠标 点点,0,1
1012,电池 伏特,0,1
1013,爆裂药瓶,0,1
1014,茶壶 灵愈,0,1
1015,铅笔 追忆,0,1
1016,鼠标 点点,0,1
1017,牙膏 露洁,0,1
1018,电池 欧姆,0,1
1019,风暴针刺,0,1
10110,牙膏 露洁,6,5
10111,鼠标 点点,6,5
1020,电吉他 和鸣,0,1
1021,羽毛球 拉丽,0,1
1022,电池 伏特,0,1
1023,爆裂药瓶,0,1
1024,雷枪,0,1
1025,铅笔 追忆,0,1
1026,鼠标 点点,0,1
1027,牙膏 露洁,0,1
1028,电池 欧姆,0,1
1029,风暴针刺,0,1
10210,牙膏 露洁,0,1
10211,绿汽水 满满,0,1
1030,电吉他 和鸣,0,1
1031,羽毛球 拉丽,0,1
1032,注射器 针妮,0,1
1033,盔甲 怀抱,0,1
1034,见证我！,0,1
1035,补水计划,0,1
1036,铅笔 追忆,0,1
1037,牙膏 露洁,0,1
1038,牛奶 银河,0,1
1039,鼠标 点点,0,1
10310,牙膏 露洁,2,0
10311,盔甲 怀抱,2,0
1040,电吉他 和鸣,0,1
1041,羽毛球 拉丽,0,1
1042,注射器 针妮,0,1
1043,爆裂药瓶,0,1
1044,雷枪,0,1
1045,铅笔 追忆,0,1
1046,鼠标 点点,0,1
1047,牙膏 露洁,0,1
1048,电池 欧姆,0,1
1049,风暴针刺,0,1
10410,牙膏 露洁,2,2
10411,有丝分裂,2,2
1050,电吉他 和鸣,2,1
1051,羽毛球 拉丽,2,1
1052,注射器 针妮,2,1
1053,爆裂药瓶,2,1
1054,雷枪,2,1
1055,铅笔 追忆,2,1
1056,鼠标 点点,2,1
1057,牙膏 露洁,2,1
1058,时钟 晨曦,2,1
1059,风暴针刺,2,1
10510,牙膏 露洁,0,1
10511,魅惑,0,1
1060,电吉他 和鸣,2,0
1061,羽毛球 拉丽,2,0
1062,注射器 针妮,2,0
1063,爆裂药瓶,2,0
1064,雷枪,2,0
1065,铅笔 追忆,2,0
1066,鼠标 点点,2,0
1067,牙膏 露洁,2,0
1068,协力攻击,2,0
1069,风暴针刺,2,0
10610,牙膏 露洁,1,1
10611,修建工事,1,1
1070,电吉他 和鸣,0,1
1071,羽毛球 拉丽,0,1
1072,剪刀 刺痛,0,1
1073,电扇 彩虹,0,1
1074,注射器 针妮,0,1
1075,红汽水 满满,0,1
1076,海浪冲击,0,1
1077,超电磁炮,0,1
1078,胡乱抓挠,0,1
1079,风暴针刺,0,1
10710,牙膏 露洁,0,1
10711,补水计划,0,1
1080,电吉他 和鸣,1,0
1081,羽毛球 拉丽,1,0
1082,剪刀 刺痛,1,0
1083,电扇 彩虹,1,0
1084,刀 藏锋,1,0
1085,红汽水 满满,1,0
1086,海浪冲击,1,0
1087,超电磁炮,1,0
1088,胡乱抓挠,1,0
1089,风暴针刺,1,0
10810,牙膏 露洁,1,1
10811,巨雷枪,1,1
1090,电吉他 和鸣,1,2
1091,羽毛球 拉丽,1,2
1092,刀 藏锋,1,2
1093,铅笔 追忆,1,2
1094,鼠标 点点,1,2
1095,留声机 回音,1,2
1096,协力攻击,1,2
1097,胡乱抓挠,1,2
1098,超电磁炮,1,2
1099,见证我！,1,2
10910,牙膏 露洁,2,0
10911,胡乱抓挠,2,0
1100,电吉他 和鸣,1,0
1101,羽毛球 拉丽,1,0
1102,刀 藏锋,1,0
1103,铅笔 追忆,1,0
1104,鼠标 点点,1,0
1105,留声机 回音,1,0
1106,协力攻击,1,0
1107,胡乱抓挠,1,0
1108,超电磁炮,1,0
1109,冰冻炸弹,1,0
11010,牙膏 露洁,1,1
11011,海浪冲击,1,1
1112,刀 百炼,0,1
1113,书 幻梦,0,1
1114,萨克斯 莉莉,0,1
1115,鼠标 点点,0,1
1116,铅笔 追忆,0,1
1117,风暴针刺,0,1
1118,纯净水 浅浅,0,1
1119,爆裂药瓶,0,1
11110,书 幻梦,0,1
11111,鼠标 点点,0,1
1120,电吉他 和鸣,1,0
1121,羽毛球 拉丽,1,0
1122,见证我！,1,0
1123,引力炸弹,1,0
1124,留声机 回音,1,0
1125,鼠标 点点,1,0
1126,铅笔 追忆,1,0
1127,注射器 针妮,1,0
1128,海浪冲击,1,0
1129,临摹,1,0
11210,书 幻梦,0,1
11211,弹射锯片,0,1
1130,电吉他 和鸣,0,1
1131,羽毛球 拉丽,0,1
1132,协力攻击,0,1
1133,海浪冲击,0,1
1134,见证我！,0,1
1135,牙膏 露洁,0,1
1136,鼠标 点点,0,1
1137,铅笔 追忆,0,1
1138,茶壶 灵愈,0,1
1139,重新出发,0,1
11310,电池 伏特,1,1
11311,雨伞 守心,1,1
1140,电吉他 和鸣,0,1
1141,羽毛球 拉丽,0,1
1142,协力攻击,0,1
1143,海浪冲击,0,1
1144,风暴针刺,0,1
1145,牙膏 露洁,0,1
1146,鼠标 点点,0,1
1147,铅笔 追忆,0,1
1148,茶壶 灵愈,0,1
1149,重新出发,0,1
11410,电池 伏特,0,1
11411,电池 焦耳,0,1
1150,电吉他 和鸣,0,1
1151,羽毛球 拉丽,0,1
1152,爆裂药瓶,0,1
1153,胡乱抓挠,0,1
1154,超电磁炮,0,1
1155,风暴针刺,0,1
1156,补水计划,0,1
1157,铅笔 追忆,0,1
1158,剪刀 刺痛,0,1
1159,海浪冲击,0,1
11510,电池 伏特,1,3
11511,羽毛球 拉丽,1,3
1160,电吉他 和鸣,3,1
1161,羽毛球 拉丽,3,1
1162,爆裂药瓶,3,1
1163,胡乱抓挠,3,1
1164,超电磁炮,3,1
1165,风暴针刺,3,1
1166,补水计划,3,1
1167,刀 百炼,3,1
1168,剪刀 刺痛,3,1
1169,海浪冲击,3,1
11610,电池 伏特,1,3
11611,纯净水 浅浅,1,3
1170,电吉他 和鸣,1,0
1171,羽毛球 拉丽,1,0
1172,爆裂药瓶,1,0
1173,胡乱抓挠,1,0
1174,超电磁炮,1,0
1175,风暴针刺,1,0
1176,补水计划,1,0
1177,刀 百炼,1,0
1178,剪刀 刺痛,1,0
1179,海浪冲击,1,0
11710,电池 伏特,1,1
11711,风暴针刺,1,1
1180,电吉他 和鸣,1,0
1181,羽毛球 拉丽,1,0
1182,胡乱抓挠,1,0
1183,鼠标 点点,1,0
1184,风暴针刺,1,0
1185,巨雷枪,1,0
1186,全力滋水,1,0
1187,超电磁炮,1,0
1188,滋水,1,0
1189,铅笔 追忆,1,0
11810,电池 伏特,1,0
11811,海浪冲击,1,0
1190,电吉他 和鸣,2,1
1191,羽毛球 拉丽,2,1
1192,胡乱抓挠,2,1
1193,鼠标 点点,2,1
1194,风暴针刺,2,1
1195,巨雷枪,2,1
1196,全力滋水,2,1
1197,超电磁炮,2,1
1198,尖刺墙,2,1
1199,铅笔 追忆,2,1
11910,爆米花 米莉,1,4
11911,电吉他 和鸣,1,4
1200,电吉他 和鸣,0,2
1201,羽毛球 拉丽,0,2
1202,胡乱抓挠,0,2
1203,鼠标 点点,0,2
1204,风暴针刺,0,2
1205,巨雷枪,0,2
1206,全力滋水,0,2
1207,超电磁炮,0,2
1208,尖刺墙,0,2
1209,铅笔 追忆,0,2
12010,爆米花 米莉,1,0
12011,电吉他 和鸣,1,0
1212,胡乱抓挠,1,0
1213,鼠标 点点,1,0
1214,临摹,1,0
1215,巨雷枪,1,0
1216,全力滋水,1,0
1217,超电磁炮,1,0
1218,尖刺墙,1,0
1219,铅笔 追忆,1,0
12110,爆米花 米莉,0,1
12111,电吉他 和鸣,0,1
1220,电吉他 和鸣,1,0
1221,羽毛球 拉丽,1,0
1222,海浪冲击,1,0
1223,爆裂药瓶,1,0
1224,茶壶 灵愈,1,0
1225,铅笔 追忆,1,0
1226,鼠标 点点,1,0
1227,牙膏 露洁,1,0
1228,电池 欧姆,1,0
1229,风暴针刺,1,0
12210,爆米花 米莉,0,1
12211,电吉他 和鸣,0,1
1230,电吉他 和鸣,5,1
1231,羽毛球 拉丽,5,1
1232,海浪冲击,5,1
1233,爆裂药瓶,5,1
1234,茶壶 灵愈,5,1
1235,铅笔 追忆,5,1
1236,鼠标 点点,5,1
1237,牙膏 露洁,5,1
1238,电池 欧姆,5,1
1239,风暴针刺,5,1
12310,爆米花 米莉,8,2
12311,摩托 赤狸,8,2
1240,电吉他 和鸣,0,1
1241,姨妈巾 玫瑰,0,1
1242,注射器 针妮,0,1
1243,羽毛球 拉丽,0,1
1244,电池 欧姆,0,1
1245,超电磁炮,0,1
1246,海浪冲击,0,1
1247,啤酒瓶 破碎,0,1
1248,牛奶 银河,0,1
1249,铅笔 追忆,0,1
12410,爆米花 米莉,3,3
12411,雨伞 守心,3,3
1250,电吉他 和鸣,1,1
1251,姨妈巾 玫瑰,1,1
1252,注射器 针妮,1,1
1253,羽毛球 拉丽,1,1
1254,电池 欧姆,1,1
1255,超电磁炮,1,1
1256,海浪冲击,1,1
1257,啤酒瓶 破碎,1,1
1258,协力攻击,1,1
1259,铅笔 追忆,1,1
12510,爆米花 米莉,0,1
12511,茶壶 灵愈,0,1
1260,电吉他 和鸣,0,1
1261,鼠标 点点,0,1
1262,铅笔 追忆,0,1
1263,超电磁炮,0,1
1264,羽毛球 拉丽,0,1
1265,电池 伏特,0,1
1266,纸巾 缠缠,0,1
1267,肥皂 滑滑,0,1
1268,自行车 闪电,0,1
1269,电扇 彩虹,0,1
12610,爆米花 米莉,1,1
12611,铅笔 追忆,1,1
1270,电吉他 和鸣,0,2
1271,鼠标 点点,0,2
1272,铅笔 追忆,0,2
1273,超电磁炮,0,2
1274,羽毛球 拉丽,0,2
1275,电池 伏特,0,2
1276,纸巾 缠缠,0,2
1277,肥皂 滑滑,0,2
1278,自行车 闪电,0,2
1279,电扇 彩虹,0,2
12710,爆米花 米莉,1,0
12711,书 幻梦,1,0
1280,电吉他 和鸣,4,1
1281,注射器 针妮,4,1
1282,留声机 回音,4,1
1283,铅笔 追忆,4,1
1284,羽毛球 拉丽,4,1
1285,弹射锯片,4,1
1286,见证我！,4,1
1287,电池 焦耳,4,1
1288,鼠标 点点,4,1
1289,萨克斯 莉莉,4,1
12810,爆米花 米莉,0,1
12811,羽毛球 拉丽,0,1
1290,电吉他 和鸣,1,0
1291,注射器 针妮,1,0
1292,留声机 回音,1,0
1293,补水计划,1,0
1294,见证我！,1,0
1295,风暴针刺,1,0
1296,羽毛球 拉丽,1,0
1297,重新出发,1,0
1298,书 幻梦,1,0
1299,海浪冲击,1,0
12910,爆米花 米莉,0,1
12911,鼠标 点点,0,1
1300,电吉他 和鸣,1,0
1301,注射器 针妮,1,0
1302,留声机 回音,1,0
1303,临摹,1,0
1304,见证我！,1,0
1305,风暴针刺,1,0
1306,羽毛球 拉丽,1,0
1307,重新出发,1,0
1308,书 幻梦,1,0
1309,海浪冲击,1,0
13010,爆米花 米莉,1,0
13011,纯净水 浅浅,1,0
1312,引力炸弹,0,1
1313,铅笔 追忆,0,1
1314,羽毛球 拉丽,0,1
1315,弹射锯片,0,1
1316,牙膏 露洁,0,1
1317,电池 欧姆,0,1
1318,鼠标 点点,0,1
1319,补水计划,0,1
13110,爆米花 米莉,1,0
13111,肥皂 滑滑,1,0
1320,电吉他 和鸣,1,0
1321,注射器 针妮,1,0
1322,引力炸弹,1,0
1323,铅笔 追忆,1,0
1324,羽毛球 拉丽,1,0
1325,弹射锯片,1,0
1326,见证我！,1,0
1327,电池 焦耳,1,0
1328,鼠标 点点,1,0
1329,补水计划,1,0
13210,爆米花 米莉,0,1
13211,精准爆破,0,1
1330,电吉他 和鸣,0,1
1331,注射器 针妮,0,1
1332,协力攻击,0,1
1333,铅笔 追忆,0,1
1334,羽毛球 拉丽,0,1
1335,弹射锯片,0,1
1336,见证我！,0,1
1337,电池 焦耳,0,1
1338,鼠标 点点,0,1
1339,补水计划,0,1
13310,爆米花 米莉,2,0
13311,变大！,2,0
1340,电吉他 和鸣,1,0
1341,注射器 针妮,1,0
1342,海浪冲击,1,0
1343,弹射锯片,1,0
1344,雨伞 守心,1,0
1345,重新出发,1,0
1346,引力炸弹,1,0
1347,风暴针刺,1,0
1348,爆米花 米莉,1,0
1349,牛奶 银河,1,0
13410,爆米花 米莉,0,1
13411,裂地斩,0,1
1350,电吉他 和鸣,0,1
1351,自行车 闪电,0,1
1352,摩托 赤狸,0,1
1353,时钟 晨曦,0,1
1354,注射器 针妮,0,1
1355,羽毛球 拉丽,0,1
1356,啤酒瓶 破碎,0,1
1357,鼠标 点点,0,1
1358,留声机 回音,0,1
1359,萨克斯 莉莉,0,1
13510,爆米花 米莉,1,0
13511,裂地斩,1,0
1360,电吉他 和鸣,2,0
1361,自行车 闪电,2,0
1362,留声机 回音,2,0
1363,铅笔 追忆,2,0
1364,羽毛球 拉丽,2,0
1365,弹射锯片,2,0
1366,茶壶 灵愈,2,0
1367,电池 焦耳,2,0
1368,鼠标 点点,2,0
1369,萨克斯 莉莉,2,0
13610,爆米花 米莉,0,1
13611,裂地斩,0,1
1370,电吉他 和鸣,2,0
1371,自行车 闪电,2,0
1372,留声机 回音,2,0
1373,铅笔 追忆,2,0
1374,羽毛球 拉丽,2,0
1375,弹射锯片,2,0
1376,橡皮 忘怀,2,0
1377,电池 焦耳,2,0
1378,鼠标 点点,2,0
1379,萨克斯 莉莉,2,0
13710,爆米花 米莉,1,4
13711,裂地斩,1,4
1380,电吉他 和鸣,0,1
1381,自行车 闪电,0,1
1382,留声机 回音,0,1
1383,橡皮 忘怀,0,1
1384,羽毛球 拉丽,0,1
1385,弹射锯片,0,1
1386,刀 百炼,0,1
1387,电池 焦耳,0,1
1388,鼠标 点点,0,1
1389,萨克斯 莉莉,0,1
13810,爆米花 米莉,0,1
13811,嗜血杀戮,0,1
1390,电吉他 和鸣,0,1
1391,自行车 闪电,0,1
1392,电池 欧姆,0,1
1393,电池 伏特,0,1
1394,剪刀 刺痛,0,1
1395,引力炸弹,0,1
1396,爆裂药瓶,0,1
1397,绿汽水 满满,0,1
1398,刀 藏锋,0,1
1399,刀 百炼,0,1
13910,爆米花 米莉,0,1
13911,嗜血杀戮,0,1
1400,电吉他 和鸣,6,0
1401,自行车 闪电,6,0
1402,爆米花 米莉,6,0
1403,裂地斩,6,0
1404,茶壶 灵愈,6,0
1405,羽毛球 拉丽,6,0
1406,风暴针刺,6,0
1407,补水计划,6,0
1408,见证我！,6,0
1409,蓄力,6,0
14010,爆米花 米莉,0,1
14011,爆裂药瓶,0,1
1412,鼠标 点点,0,1
1413,电池 伏特,0,1
1414,魅惑,0,1
1415,引力炸弹,0,1
1416,爆裂药瓶,0,1
1417,修建阵地,0,1
1418,尖刺墙,0,1
1419,摩托 赤狸,0,1
14110,爆米花 米莉,0,1
14111,重新出发,0,1
1420,电吉他 和鸣,0,1
1421,自行车 闪电,0,1
1422,纯净水 满满,0,1
1423,爆米花 米莉,0,1
1424,爆裂药瓶,0,1
1425,绿汽水 浅浅,0,1
1426,羽毛球 拉丽,0,1
1427,风暴针刺,0,1
1428,红汽水 满满,0,1
1429,绿汽水 满满,0,1
14210,爆米花 米莉,1,0
14211,重新出发,1,0
1430,电吉他 和鸣,0,1
1431,自行车 闪电,0,1
1432,纯净水 满满,0,1
1433,爆米花 米莉,0,1
1434,临摹,0,1
1435,修建阵地,0,1
1436,羽毛球 拉丽,0,1
1437,引力炸弹,0,1
1438,爆裂药瓶,0,1
1439,绿汽水 满满,0,1
14310,爆米花 米莉,1,1
14311,重新出发,1,1
1440,电吉他 和鸣,2,0
1441,自行车 闪电,2,0
1442,纯净水 满满,2,0
1443,红汽水 浅浅,2,0
1444,绿汽水 浅浅,2,0
1445,肥皂 滑滑,2,0
1446,电扇 彩虹,2,0
1447,引力炸弹,2,0
1448,海浪冲击,2,0
1449,红汽水 满满,2,0
14410,爆米花 米莉,2,2
14411,重新出发,2,2
1450,电吉他 和鸣,1,2
1451,自行车 闪电,1,2
1452,重新出发,1,2
1453,蓄力,1,2
1454,茶壶 灵愈,1,2
1455,电扇 彩虹,1,2
1456,电池 伏特,1,2
1457,羽毛球 拉丽,1,2
1458,海浪冲击,1,2
1459,爆米花 米莉,1,2
14510,爆米花 米莉,1,0
14511,尖刺墙,1,0
1460,电吉他 和鸣,1,0
1461,自行车 闪电,1,0
1462,重新出发,1,0
1463,蓄力,1,0
1464,茶壶 灵愈,1,0
1465,电扇 彩虹,1,0
1466,电池 伏特,1,0
1467,羽毛球 拉丽,1,0
1468,海浪冲击,1,0
1469,爆米花 米莉,1,0
14610,牛奶 银河,0,1
14611,纸巾 缠缠,0,1
1470,电吉他 和鸣,0,1
1471,剪刀 刺痛,0,1
1472,羽毛球 拉丽,0,1
1473,刀 百炼,0,1
1474,书 幻梦,0,1
1475,萨克斯 莉莉,0,1
1476,鼠标 点点,0,1
1477,铅笔 追忆,0,1
1478,风暴针刺,0,1
1479,弹簧安装,0,1
14710,牛奶 银河,6,4
14711,雨伞 守心,6,4
1480,电吉他 和鸣,1,2
1481,纯净水 浅浅,1,2
1482,电池 欧姆,1,2
1483,羽毛球 拉丽,1,2
1484,姨妈巾 玫瑰,1,2
1485,书 幻梦,1,2
1486,绿汽水 满满,1,2
1487,铅笔 追忆,1,2
1488,风暴针刺,1,2
1489,鼠标 点点,1,2
14810,牛奶 银河,1,0
14811,电扇 彩虹,1,0
1490,电吉他 和鸣,2,1
1491,纯净水 浅浅,2,1
1492,电池 欧姆,2,1
1493,羽毛球 拉丽,2,1
1494,姨妈巾 玫瑰,2,1
1495,书 幻梦,2,1
1496,绿汽水 满满,2,1
1497,铅笔 追忆,2,1
1498,风暴针刺,2,1
1499,鼠标 点点,2,1
14910,牛奶 银河,0,1
14911,铅笔 追忆,0,1
1500,电吉他 和鸣,0,1
1501,纯净水 浅浅,0,1
1502,电池 欧姆,0,1
1503,羽毛球 拉丽,0,1
1504,引力炸弹,0,1
1505,爆裂药瓶,0,1
1506,胡乱抓挠,0,1
1507,注射器 针妮,0,1
1508,铅笔 追忆,0,1
1509,风暴针刺,0,1
15010,牛奶 银河,0,1
15011,书 幻梦,0,1
1512,电池 欧姆,1,1
1513,羽毛球 拉丽,1,1
1514,巨雷枪,1,1
1515,纯净水 满满,1,1
1516,雨伞 守心,1,1
1517,见证我！,1,1
1518,风暴针刺,1,1
1519,鼠标 点点,1,1
15110,牛奶 银河,1,0
15111,鼠标 点点,1,0
1520,电吉他 和鸣,0,1
1521,纯净水 浅浅,0,1
1522,橡皮 忘怀,0,1
1523,超电磁炮,0,1
1524,铅笔 追忆,0,1
1525,鼠标 点点,0,1
1526,羽毛球 拉丽,0,1
1527,重新出发,0,1
1528,电池 伏特,0,1
1529,有丝分裂,0,1
15210,牛奶 银河,0,1
15211,鼠标 点点,0,1
1530,电吉他 和鸣,2,1
1531,纯净水 浅浅,2,1
1532,红汽水 浅浅,2,1
1533,茶壶 灵愈,2,1
1534,肥皂 滑滑,2,1
1535,爆米花 米莉,2,1
1536,引力炸弹,2,1
1537,超电磁炮,2,1
1538,胡乱抓挠,2,1
1539,爆裂药瓶,2,1
15310,牛奶 银河,13,12
15311,蜡烛 热泪,13,12
1540,电吉他 和鸣,1,1
1541,纯净水 浅浅,1,1
1542,红汽水 浅浅,1,1
1543,爆米花 米莉,1,1
1544,自行车 闪电,1,1
1545,纯净水 满满,1,1
1546,绿汽水 浅浅,1,1
1547,蓄力,1,1
1548,肥皂 滑滑,1,1
1549,临摹,1,1
15410,牛奶 银河,0,1
15411,盔甲 怀抱,0,1
1550,电吉他 和鸣,1,0
1551,纯净水 浅浅,1,0
1552,红汽水 浅浅,1,0
1553,纯净水 满满,1,0
1554,肥皂 滑滑,1,0
1555,铅笔 追忆,1,0
1556,鼠标 点点,1,0
1557,电池 伏特,1,0
1558,胡乱抓挠,1,0
1559,超电磁炮,1,0
15510,牛奶 银河,1,1
15511,盔甲 怀抱,1,1
1560,电吉他 和鸣,5,2
1561,纯净水 浅浅,5,2
1562,补水计划,5,2
1563,羽毛球 拉丽,5,2
1564,巨雷枪,5,2
1565,纯净水 满满,5,2
1566,雨伞 守心,5,2
1567,见证我！,5,2
1568,风暴针刺,5,2
1569,鼠标 点点,5,2
15610,牛奶 银河,0,1
15611,盔甲 怀抱,0,1
1570,电吉他 和鸣,0,1
1571,纯净水 满满,0,1
1572,电池 伏特,0,1
1573,羽毛球 拉丽,0,1
1574,绿汽水 满满,0,1
1575,爆裂药瓶,0,1
1576,铅笔 追忆,0,1
1577,萨克斯 莉莉,0,1
1578,鼠标 点点,0,1
1579,风暴针刺,0,1
15710,牛奶 银河,1,0
15711,魅惑,1,0
1580,电吉他 和鸣,0,1
1581,红汽水 浅浅,0,1
1582,自行车 闪电,0,1
1583,注射器 针妮,0,1
1584,茶壶 灵愈,0,1
1585,尖刺墙,0,1
1586,魅惑,0,1
1587,鼠标 点点,0,1
1588,风暴针刺,0,1
1589,海浪冲击,0,1
15810,牛奶 银河,1,1
15811,引力炸弹,1,1
1590,电吉他 和鸣,0,1
1591,红汽水 浅浅,0,1
1592,精准爆破,0,1
1593,羽毛球 拉丽,0,1
1594,刀 百炼,0,1
1595,魅惑,0,1
1596,巨兽陷阱,0,1
1597,爆裂药瓶,0,1
1598,自制手雷,0,1
1599,超电磁炮,0,1
15910,牛奶 银河,1,1
15911,裂地斩,1,1
1600,电吉他 和鸣,0,1
1601,红汽水 浅浅,0,1
1602,精准爆破,0,1
1603,羽毛球 拉丽,0,1
1604,奋力滋水,0,1
1605,魅惑,0,1
1606,巨兽陷阱,0,1
1607,爆裂药瓶,0,1
1608,自制手雷,0,1
1609,超电磁炮,0,1
16010,牛奶 银河,0,1
16011,风暴针刺,0,1
