cards,battlenum,winnum,losenum
"[""10010"",""20026"",""20048"",""10026"",""20024"",""20044"",""10013"",""10028"",""10017"",""20014"",""10014"",""20034""]",4,1,3
"[""10010"",""20026"",""20048"",""10026"",""20047"",""20044"",""10013"",""10028"",""10017"",""20014"",""10014"",""20034""]",1,0,1
"[""10010"",""20027"",""20036"",""10027"",""20047"",""10020"",""10028"",""10030"",""20010"",""20014"",""20050"",""10021""]",5,2,3
"[""10010"",""20027"",""20036"",""10027"",""20047"",""10020"",""10028"",""10030"",""20010"",""20014"",""20050"",""10023""]",2,1,1
"[""10010"",""20027"",""20047"",""10027"",""20048"",""10020"",""10028"",""10030"",""10044"",""20016"",""20050"",""10021""]",2,0,2
"[""10010"",""20027"",""20047"",""10027"",""20048"",""10020"",""10028"",""10034"",""10044"",""20016"",""20050"",""10021""]",1,0,1
"[""10010"",""20030"",""20049"",""10044"",""20016"",""20037"",""20043"",""20050"",""20033"",""20034"",""10027"",""10017""]",1,0,1
"[""10010"",""20033"",""10019"",""10034"",""10016"",""10017"",""20026"",""20044"",""20048"",""20050"",""20037"",""10028""]",1,0,1
"[""10010"",""20034"",""10031"",""10034"",""20015"",""10028"",""20010"",""10030"",""10021"",""20042"",""10040"",""20014""]",4,2,2
"[""10010"",""20034"",""20027"",""20017"",""10028"",""10012"",""20016"",""20011"",""20050"",""20026"",""20044"",""10027""]",14,9,5
"[""10010"",""20034"",""20036"",""20017"",""10028"",""10012"",""20016"",""20011"",""20050"",""20026"",""20044"",""10027""]",7,4,3
"[""10010"",""20036"",""10027"",""20047"",""10020"",""10028"",""10030"",""20010"",""20014"",""20050"",""10023"",""20015""]",1,0,1
"[""10010"",""20036"",""10037"",""20047"",""10035"",""10028"",""10030"",""20010"",""20014"",""20050"",""10023"",""20034""]",5,3,2
"[""10010"",""20036"",""20048"",""10026"",""20026"",""20037"",""20029"",""20050"",""20033"",""20034"",""10027"",""10017""]",3,1,2
"[""10010"",""20036"",""20048"",""20011"",""20026"",""20037"",""20029"",""20050"",""20033"",""20034"",""10027"",""10017""]",1,1,0
"[""10010"",""20036"",""20049"",""10044"",""20026"",""20037"",""20043"",""20050"",""20033"",""20034"",""10027"",""10017""]",1,0,1
"[""10010"",""20038"",""10028"",""20044"",""20048"",""10030"",""10021"",""20042"",""20026"",""10035"",""10037"",""10041""]",1,0,1
"[""10010"",""20038"",""20024"",""10011"",""20034"",""20036"",""20014"",""10028"",""20046"",""20050"",""20026"",""10032""]",7,4,3
"[""10010"",""20040"",""10017"",""10028"",""20016"",""20043"",""20050"",""10031"",""10021"",""20026"",""10030"",""10019""]",1,1,0
"[""10010"",""20040"",""10028"",""10031"",""20043"",""10043"",""20026"",""10021"",""10030"",""10035"",""10037"",""10032""]",1,0,1
"[""10010"",""20043"",""10028"",""10038"",""10013"",""10017"",""20014"",""10042"",""10043"",""10030"",""20036"",""10019""]",1,0,1
"[""10010"",""20043"",""10028"",""10038"",""20049"",""10017"",""10013"",""10042"",""10043"",""10021"",""20036"",""20044""]",2,1,1
"[""10010"",""20043"",""10028"",""10038"",""20049"",""10017"",""10013"",""10042"",""10043"",""10030"",""20036"",""20044""]",1,1,0
"[""10010"",""20043"",""10028"",""10038"",""20049"",""10017"",""10014"",""10042"",""10043"",""10021"",""20036"",""20044""]",1,1,0
"[""10010"",""20043"",""10028"",""10038"",""20049"",""10017"",""10037"",""10042"",""10043"",""10021"",""20036"",""20026""]",4,3,1
"[""10010"",""20043"",""10028"",""10038"",""20049"",""10017"",""20050"",""10042"",""10043"",""10021"",""20036"",""20044""]",2,1,1
"[""10010"",""20044"",""10026"",""10028"",""10014"",""20022"",""20050"",""20024"",""10027"",""10016"",""20034"",""20036""]",1,0,1
"[""10010"",""20044"",""10026"",""10028"",""10014"",""20022"",""20050"",""20024"",""20014"",""10016"",""20034"",""20036""]",2,0,2
"[""10010"",""20044"",""20028"",""10028"",""10031"",""10034"",""20043"",""20051"",""10018"",""10023"",""10030"",""20048""]",4,3,1
"[""10010"",""20045"",""10014"",""10012"",""10027"",""20016"",""20024"",""20050"",""20027"",""20046"",""10026"",""20022""]",2,1,1
"[""10010"",""20045"",""10022"",""10023"",""10045"",""20036"",""20039"",""20050"",""10029"",""20046"",""20049"",""10024""]",1,1,0
"[""10010"",""20046"",""10014"",""10028"",""20043"",""10034"",""20049"",""10045"",""20050"",""10025"",""20047"",""20026""]",3,1,2
"[""10010"",""20046"",""10026"",""10014"",""10020"",""20026"",""20036"",""10021"",""10019"",""20050"",""20011"",""10034""]",1,0,1
"[""10010"",""20046"",""10045"",""10027"",""20036"",""10031"",""20034"",""20043"",""20024"",""20021"",""20016"",""10014""]",3,0,3
"[""10010"",""20046"",""20014"",""10014"",""10016"",""20039"",""20050"",""20016"",""20024"",""20034"",""20036"",""10019""]",2,0,2
"[""10010"",""20046"",""20024"",""10011"",""20014"",""20016"",""10014"",""10028"",""20022"",""20031"",""20047"",""20017""]",1,1,0
"[""10010"",""20046"",""20027"",""10014"",""10016"",""20011"",""20050"",""20016"",""20024"",""20034"",""20036"",""10019""]",3,1,2
"[""10010"",""20046"",""20027"",""10014"",""10016"",""20039"",""20050"",""20016"",""20024"",""20034"",""20036"",""10019""]",2,2,0
"[""10010"",""20046"",""20038"",""10011"",""20034"",""20014"",""20024"",""20010"",""10028"",""20047"",""20031"",""20022""]",3,1,2
"[""10010"",""20046"",""20045"",""10028"",""10022"",""20012"",""20043"",""10037"",""20014"",""20026"",""20042"",""10035""]",1,0,1
"[""10010"",""20047"",""10016"",""10012"",""10028"",""10018"",""10030"",""10021"",""10019"",""20050"",""20016"",""20046""]",2,2,0
"[""10010"",""20047"",""10016"",""10012"",""10028"",""20048"",""10030"",""10021"",""10019"",""10042"",""10043"",""20046""]",2,1,1
"[""10010"",""20047"",""10016"",""10012"",""10028"",""20048"",""10030"",""10021"",""10019"",""20050"",""20016"",""20046""]",1,0,1
"[""10010"",""20047"",""10028"",""20050"",""20048"",""20044"",""20014"",""10027"",""10021"",""10030"",""10017"",""10014""]",1,0,1
"[""10010"",""20047"",""10034"",""20034"",""10031"",""10027"",""10011"",""20049"",""20044"",""20043"",""10021"",""20026""]",3,1,2
"[""10010"",""20047"",""10034"",""20034"",""10031"",""10043"",""10011"",""10030"",""20044"",""20043"",""10021"",""20026""]",1,0,1
"[""10010"",""20047"",""10034"",""20034"",""10031"",""20050"",""10011"",""20049"",""20044"",""20043"",""10021"",""20026""]",3,2,1
"[""10010"",""20047"",""10034"",""20034"",""10031"",""20050"",""10011"",""20049"",""20044"",""20043"",""10030"",""20026""]",1,0,1
"[""10010"",""20047"",""20014"",""10012"",""10028"",""10018"",""10030"",""10021"",""10019"",""20050"",""20016"",""20046""]",1,1,0
"[""10010"",""20047"",""20014"",""10012"",""10028"",""10031"",""10030"",""10021"",""10019"",""20050"",""20016"",""20046""]",1,1,0
"[""10010"",""20047"",""20014"",""10025"",""10028"",""20034"",""10030"",""10021"",""10019"",""20050"",""20016"",""20046""]",3,2,1
"[""10010"",""20048"",""20049"",""20011"",""20043"",""20016"",""20033"",""10018"",""10043"",""10042"",""10019"",""10030""]",1,0,1
"[""10010"",""20049"",""10014"",""10017"",""10028"",""20043"",""20050"",""10043"",""10030"",""10021"",""20040"",""20015""]",2,0,2
"[""10010"",""20049"",""10016"",""10017"",""10028"",""10031"",""20016"",""20043"",""20050"",""20026"",""10030"",""10021""]",1,0,1
"[""10010"",""20049"",""10020"",""10028"",""10031"",""20016"",""20043"",""20050"",""10018"",""10023"",""10030"",""20048""]",2,0,2
"[""10010"",""20049"",""10023"",""10014"",""20014"",""20050"",""20016"",""10013"",""20044"",""10028"",""10030"",""10027""]",3,0,3
"[""10010"",""20049"",""10023"",""10014"",""20036"",""20050"",""20016"",""20048"",""20044"",""10028"",""10030"",""10027""]",1,1,0
"[""10010"",""20049"",""10023"",""10032"",""20036"",""20050"",""20016"",""20048"",""20044"",""10028"",""10030"",""10031""]",1,1,0
"[""10010"",""20049"",""10023"",""10032"",""20036"",""20050"",""20016"",""20048"",""20044"",""10028"",""10030"",""20025""]",1,1,0
"[""10010"",""20049"",""10028"",""20048"",""20050"",""10043"",""10042"",""20044"",""10027"",""10030"",""10021"",""10019""]",2,0,2
"[""10010"",""20049"",""20011"",""10028"",""10020"",""20048"",""20044"",""10021"",""20035"",""10023"",""10030"",""20026""]",4,2,2
"[""10010"",""20049"",""20011"",""10028"",""10020"",""20048"",""20044"",""20040"",""20014"",""10023"",""10018"",""20026""]",2,0,2
"[""10010"",""20049"",""20027"",""20044"",""10023"",""10028"",""20050"",""20048"",""10021"",""20026"",""10030"",""20043""]",1,1,0
"[""10010"",""20050"",""10030"",""10025"",""20011"",""20016"",""20043"",""20051"",""20049"",""10012"",""10031"",""10028""]",1,0,1
"[""10010"",""20050"",""20016"",""10043"",""20043"",""10011"",""20018"",""10028"",""10019"",""20011"",""20017"",""20051""]",1,0,1
"[""10011"",""10010"",""20046"",""20014"",""10028"",""20043"",""20036"",""10032"",""20022"",""10024"",""20024"",""10014""]",1,1,0
"[""10011"",""10010"",""20046"",""20014"",""20034"",""20043"",""20036"",""10032"",""20022"",""10024"",""20024"",""10014""]",4,0,4
"[""10011"",""10017"",""10025"",""10028"",""10034"",""20043"",""20044"",""20050"",""20026"",""10030"",""10023"",""10021""]",3,1,2
"[""10011"",""10021"",""10038"",""10028"",""20044"",""20049"",""10014"",""10030"",""20026"",""20048"",""10020"",""10034""]",2,1,1
"[""10011"",""10021"",""10038"",""10028"",""20044"",""20049"",""20017"",""10030"",""20026"",""20048"",""10020"",""10034""]",1,0,1
"[""10011"",""10023"",""10030"",""10021"",""20026"",""10010"",""20044"",""10034"",""20024"",""10028"",""20050"",""20049""]",2,0,2
"[""10011"",""10026"",""10013"",""10014"",""10028"",""20034"",""20050"",""20044"",""20024"",""10010"",""20039"",""20036""]",9,7,2
"[""10011"",""10026"",""20046"",""10014"",""10028"",""20034"",""20050"",""20044"",""20024"",""10010"",""20039"",""20036""]",29,17,12
"[""10011"",""10028"",""20024"",""20014"",""20017"",""20044"",""20022"",""20026"",""20028"",""10035"",""20046"",""10010""]",1,0,1
"[""10011"",""10028"",""20024"",""20014"",""20047"",""20044"",""20022"",""20026"",""20028"",""10035"",""20046"",""10010""]",1,0,1
"[""10011"",""10029"",""10028"",""10012"",""10039"",""10021"",""10043"",""10030"",""10035"",""20016"",""20050"",""10018""]",2,0,2
"[""10011"",""10045"",""10016"",""10014"",""10041"",""10026"",""20016"",""20010"",""20024"",""20046"",""10010"",""20050""]",1,0,1
"[""10011"",""20010"",""20048"",""10030"",""10021"",""10038"",""10028"",""20015"",""10031"",""20044"",""20026"",""10034""]",3,2,1
"[""10011"",""20024"",""20036"",""20051"",""20038"",""20028"",""20026"",""20043"",""10028"",""20014"",""20047"",""20044""]",1,0,1
"[""10011"",""20034"",""20024"",""20014"",""20047"",""20044"",""20022"",""20026"",""20028"",""10035"",""20046"",""10010""]",2,2,0
"[""10011"",""20034"",""20024"",""20051"",""20047"",""20028"",""20026"",""20043"",""10028"",""20014"",""20036"",""20044""]",1,0,1
"[""10011"",""20034"",""20026"",""20046"",""20014"",""20044"",""10028"",""20028"",""20047"",""20031"",""20017"",""10035""]",6,5,1
"[""10011"",""20034"",""20031"",""20051"",""20047"",""20028"",""20026"",""20043"",""10028"",""20014"",""20036"",""20044""]",7,4,3
"[""10011"",""20034"",""20032"",""20051"",""20047"",""20028"",""20026"",""20043"",""10028"",""20014"",""20036"",""20044""]",2,1,1
"[""10011"",""20043"",""10028"",""20021"",""20046"",""10027"",""20044"",""20014"",""20026"",""20037"",""20034"",""20036""]",5,5,0
"[""10011"",""20043"",""10028"",""20021"",""20046"",""10027"",""20044"",""20014"",""20026"",""20037"",""20034"",""20047""]",18,13,5
"[""10011"",""20043"",""10028"",""20021"",""20046"",""10027"",""20044"",""20014"",""20026"",""20047"",""20034"",""20036""]",9,6,3
"[""10011"",""20044"",""20026"",""10030"",""10021"",""20043"",""20048"",""20050"",""10040"",""20015"",""20010"",""10028""]",3,2,1
"[""10011"",""20044"",""20046"",""10014"",""10028"",""20034"",""20050"",""20026"",""20024"",""10010"",""20039"",""20036""]",10,9,1
"[""10011"",""20045"",""10014"",""10010"",""10027"",""20016"",""20024"",""20050"",""20027"",""20046"",""10026"",""20022""]",2,1,1
"[""10011"",""20045"",""10014"",""10012"",""10027"",""20016"",""20024"",""20050"",""20027"",""20046"",""10026"",""20022""]",4,2,2
"[""10011"",""20046"",""20014"",""20050"",""20047"",""20026"",""20011"",""10028"",""20034"",""10026"",""20024"",""10014""]",2,1,1
"[""10011"",""20046"",""20036"",""20050"",""20047"",""20026"",""20044"",""10028"",""20038"",""10026"",""20024"",""10014""]",4,2,2
"[""10011"",""20049"",""20036"",""20050"",""20047"",""20026"",""20014"",""20034"",""20038"",""20016"",""20024"",""10014""]",1,0,1
"[""10012"",""10014"",""10022"",""10028"",""10029"",""10031"",""20050"",""20016"",""20034"",""10023"",""20036"",""20026""]",5,4,1
"[""10012"",""10016"",""10022"",""10028"",""10029"",""10031"",""20050"",""20016"",""20034"",""10023"",""20036"",""20026""]",1,0,1
"[""10012"",""10017"",""10021"",""10032"",""10034"",""10035"",""10044"",""20026"",""10030"",""20048"",""20024"",""10016""]",1,0,1
"[""10012"",""10017"",""10025"",""10028"",""10034"",""20034"",""10019"",""10021"",""20014"",""20036"",""20026"",""10013""]",1,0,1
"[""10012"",""10018"",""20011"",""20016"",""10030"",""20050"",""20048"",""10028"",""20042"",""20026"",""10038"",""10042""]",1,0,1
"[""10012"",""10021"",""20011"",""20016"",""10030"",""20050"",""20048"",""10028"",""20042"",""20026"",""10038"",""10042""]",1,0,1
"[""10012"",""10025"",""10028"",""10038"",""20037"",""20048"",""10015"",""20044"",""20016"",""10043"",""10021"",""10030""]",1,0,1
"[""10012"",""10025"",""10032"",""10016"",""20049"",""10023"",""20016"",""20026"",""20022"",""20036"",""10017"",""20050""]",2,1,1
"[""10012"",""10027"",""10028"",""20032"",""20050"",""20033"",""20026"",""20044"",""20036"",""20039"",""20048"",""20018""]",2,0,2
"[""10012"",""10027"",""20024"",""20014"",""20050"",""10026"",""20026"",""20044"",""20036"",""10028"",""20034"",""20018""]",3,1,2
"[""10012"",""10027"",""20024"",""20014"",""20050"",""20043"",""20026"",""20044"",""20036"",""10028"",""20034"",""20018""]",3,2,1
"[""10012"",""10027"",""20024"",""20032"",""20050"",""10026"",""20026"",""20044"",""20036"",""10041"",""20048"",""20018""]",4,1,3
"[""10012"",""10028"",""10035"",""10037"",""10041"",""20011"",""20016"",""20044"",""20048"",""20050"",""20026"",""10030""]",2,0,2
"[""10012"",""10033"",""10026"",""10038"",""10044"",""20048"",""20050"",""20044"",""10028"",""10016"",""10029"",""10030""]",2,1,1
"[""10012"",""10033"",""10026"",""10038"",""10044"",""20048"",""20050"",""20044"",""10028"",""10016"",""20042"",""10030""]",4,2,2
"[""10012"",""10036"",""10032"",""10016"",""20049"",""10023"",""20016"",""20026"",""20022"",""20036"",""10038"",""20050""]",1,0,1
"[""10012"",""10036"",""10032"",""10029"",""20049"",""10025"",""20016"",""20026"",""20044"",""20036"",""10038"",""20050""]",1,1,0
"[""10012"",""10043"",""20042"",""20026"",""20015"",""20043"",""10030"",""10014"",""20016"",""20048"",""20050"",""10042""]",2,0,2
"[""10012"",""20016"",""20017"",""20050"",""20048"",""20049"",""20044"",""20026"",""20041"",""10028"",""20043"",""20011""]",1,0,1
"[""10012"",""20024"",""10041"",""10028"",""10025"",""20011"",""20014"",""10034"",""20016"",""20034"",""20036"",""20043""]",2,1,1
"[""10012"",""20026"",""20048"",""20012"",""20050"",""20025"",""20011"",""20043"",""20038"",""10032"",""20049"",""20017""]",2,0,2
"[""10012"",""20026"",""20048"",""20041"",""20050"",""20025"",""20011"",""20043"",""20038"",""10032"",""20049"",""20017""]",2,0,2
"[""10012"",""20034"",""20014"",""20016"",""20021"",""20011"",""20041"",""20048"",""20026"",""20043"",""20039"",""20033""]",1,1,0
"[""10012"",""20038"",""20022"",""20031"",""20046"",""20024"",""10011"",""20047"",""10028"",""20014"",""10035"",""20028""]",1,1,0
"[""10012"",""20049"",""20012"",""20041"",""10017"",""10034"",""10016"",""20011"",""20050"",""20048"",""10028"",""10014""]",1,0,1
"[""10012"",""20049"",""20012"",""20041"",""20036"",""10034"",""10016"",""20011"",""20050"",""20034"",""10028"",""20026""]",2,2,0
"[""10012"",""20050"",""20016"",""10024"",""20018"",""10035"",""10028"",""10026"",""20017"",""20046"",""20043"",""20037""]",1,0,1
"[""10012"",""20050"",""20016"",""10024"",""20033"",""10035"",""10037"",""10026"",""20017"",""20046"",""20043"",""20037""]",1,1,0
"[""10012"",""20050"",""20016"",""20048"",""10021"",""10030"",""10028"",""10014"",""10041"",""10026"",""20044"",""10039""]",2,0,2
"[""10013"",""10010"",""10026"",""10014"",""20016"",""20050"",""10024"",""10045"",""20043"",""20038"",""10016"",""10025""]",2,0,2
"[""10013"",""10010"",""10026"",""10032"",""10041"",""10014"",""10025"",""10028"",""20036"",""20044"",""20034"",""10045""]",1,0,1
"[""10013"",""10010"",""10026"",""20015"",""20051"",""10045"",""10020"",""10034"",""20011"",""20043"",""20044"",""10042""]",2,0,2
"[""10013"",""10010"",""10026"",""20022"",""20027"",""20050"",""20016"",""20026"",""10024"",""10027"",""10028"",""10016""]",3,1,2
"[""10013"",""10010"",""10026"",""20022"",""20027"",""20050"",""20016"",""20026"",""10024"",""10045"",""10028"",""20036""]",1,0,1
"[""10013"",""10010"",""10035"",""10032"",""20047"",""10028"",""20016"",""10044"",""20048"",""20050"",""10030"",""20046""]",1,1,0
"[""10013"",""10010"",""10035"",""20044"",""20047"",""10028"",""20016"",""20014"",""20048"",""20050"",""10030"",""20046""]",3,2,1
"[""10013"",""10010"",""10037"",""20031"",""10032"",""10031"",""10028"",""20026"",""20013"",""20044"",""20043"",""10021""]",3,2,1
"[""10013"",""10010"",""10039"",""10028"",""10031"",""10030"",""10027"",""10021"",""20042"",""20016"",""20050"",""10033""]",1,0,1
"[""10013"",""10010"",""20010"",""10019"",""10017"",""20026"",""10028"",""10030"",""20037"",""20048"",""20044"",""10021""]",1,0,1
"[""10013"",""10010"",""20010"",""10019"",""10027"",""20026"",""10028"",""10030"",""20037"",""20048"",""20044"",""10021""]",3,0,3
"[""10013"",""10010"",""20010"",""10019"",""20014"",""20026"",""10028"",""10030"",""20037"",""20048"",""20044"",""10021""]",1,1,0
"[""10013"",""10010"",""20022"",""20015"",""10016"",""10020"",""10031"",""10034"",""10044"",""20043"",""10015"",""10011""]",1,0,1
"[""10013"",""10010"",""20027"",""10021"",""10012"",""10014"",""10020"",""10028"",""20043"",""20026"",""20044"",""10042""]",1,0,1
"[""10013"",""10010"",""20036"",""10045"",""10024"",""20016"",""20043"",""20050"",""10014"",""10026"",""10028"",""10027""]",1,1,0
"[""10013"",""10012"",""10011"",""10025"",""20011"",""20044"",""20043"",""20026"",""20036"",""20035"",""10027"",""10045""]",3,1,2
"[""10013"",""10012"",""10011"",""20017"",""10030"",""20045"",""20048"",""20044"",""10042"",""10043"",""10028"",""20026""]",1,0,1
"[""10013"",""10012"",""10034"",""10028"",""20011"",""20021"",""10027"",""20034"",""20026"",""20046"",""10016"",""20018""]",3,2,1
"[""10013"",""10012"",""10034"",""10028"",""20011"",""20021"",""10027"",""20034"",""20026"",""20046"",""20014"",""20018""]",5,4,1
"[""10013"",""10012"",""10034"",""10028"",""20011"",""20021"",""20048"",""20034"",""20026"",""20046"",""10016"",""20018""]",22,17,5
"[""10013"",""10012"",""10034"",""10028"",""20021"",""20044"",""10027"",""20034"",""20026"",""20046"",""20014"",""20018""]",13,10,3
