,cards,battlenum,winnum,losenum,newCards,newCardsName
60,"[""10010"",""10024"",""10014"",""10013"",""20048"",""20044"",""10030"",""20050"",""20043"",""10021"",""10019"",""20010""]",1,0,1,"[10010, 10013, 10014, 10019, 10021, 10024, 10030, 20010, 20043, 20044, 20048, 20050]","['电吉他 和鸣', '雨伞 守心', '茶壶 灵愈', '电池 焦耳', '铅笔 追忆', '书 幻梦', '鼠标 点点', '有丝分裂', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
61,"[""10010"",""10024"",""10014"",""10028"",""20048"",""10030"",""20050"",""20030"",""10021"",""10019"",""10015"",""10017""]",2,0,2,"[10010, 10014, 10015, 10017, 10019, 10021, 10024, 10028, 10030, 20030, 20048, 20050]","['电吉他 和鸣', '茶壶 灵愈', '留声机 回音', '电池 欧姆', '电池 焦耳', '铅笔 追忆', '书 幻梦', '羽毛球 拉丽', '鼠标 点点', '雷枪', '超电磁炮', '海浪冲击']"
62,"[""10010"",""10024"",""10014"",""10028"",""20048"",""10030"",""20050"",""20033"",""10021"",""10019"",""20010"",""10017""]",1,0,1,"[10010, 10014, 10017, 10019, 10021, 10024, 10028, 10030, 20010, 20033, 20048, 20050]","['电吉他 和鸣', '茶壶 灵愈', '电池 欧姆', '电池 焦耳', '铅笔 追忆', '书 幻梦', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '全力滋水', '超电磁炮', '海浪冲击']"
63,"[""10010"",""10024"",""20025"",""10012"",""10022"",""10028"",""10031"",""20048"",""20044"",""10025"",""20050"",""10030""]",3,1,2,"[10010, 10012, 10022, 10024, 10025, 10028, 10030, 10031, 20025, 20044, 20048, 20050]","['电吉他 和鸣', '摩托 赤狸', '橡皮 忘怀', '书 幻梦', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '修建工事', '胡乱抓挠', '超电磁炮', '海浪冲击']"
64,"[""10010"",""10024"",""20047"",""10027"",""20014"",""20034"",""20027"",""20023"",""20024"",""20046"",""10026"",""20050""]",5,3,2,"[10010, 10024, 10026, 10027, 20014, 20023, 20024, 20027, 20034, 20046, 20047, 20050]","['电吉他 和鸣', '书 幻梦', '爆米花 米莉', '牛奶 银河', '见证我！', '弹簧安装', '裂地斩', '嗜血杀戮', '补水计划', '重新出发', '临摹', '海浪冲击']"
65,"[""10010"",""10024"",""20047"",""20038"",""20014"",""10014"",""20022"",""20031"",""20024"",""20046"",""10026"",""20050""]",5,3,2,"[10010, 10014, 10024, 10026, 20014, 20022, 20024, 20031, 20038, 20046, 20047, 20050]","['电吉他 和鸣', '茶壶 灵愈', '书 幻梦', '爆米花 米莉', '见证我！', '蓄力', '裂地斩', '滋水', '飞砖', '重新出发', '临摹', '海浪冲击']"
66,"[""10010"",""10024"",""20047"",""20038"",""20014"",""20034"",""20022"",""20031"",""20024"",""20046"",""10026"",""20050""]",1,0,1,"[10010, 10024, 10026, 20014, 20022, 20024, 20031, 20034, 20038, 20046, 20047, 20050]","['电吉他 和鸣', '书 幻梦', '爆米花 米莉', '见证我！', '蓄力', '裂地斩', '滋水', '补水计划', '飞砖', '重新出发', '临摹', '海浪冲击']"
67,"[""10010"",""10026"",""10013"",""20046"",""10014"",""10028"",""20050"",""20034"",""20014"",""10035"",""20036"",""10037""]",2,0,2,"[10010, 10013, 10014, 10026, 10028, 10035, 10037, 20014, 20034, 20036, 20046, 20050]","['电吉他 和鸣', '雨伞 守心', '茶壶 灵愈', '爆米花 米莉', '羽毛球 拉丽', '纯净水 浅浅', '红汽水 浅浅', '见证我！', '补水计划', '巨雷枪', '重新出发', '海浪冲击']"
68,"[""10010"",""10026"",""10013"",""20046"",""10014"",""10028"",""20050"",""20034"",""20014"",""10035"",""20036"",""20024""]",5,1,4,"[10010, 10013, 10014, 10026, 10028, 10035, 20014, 20024, 20034, 20036, 20046, 20050]","['电吉他 和鸣', '雨伞 守心', '茶壶 灵愈', '爆米花 米莉', '羽毛球 拉丽', '纯净水 浅浅', '见证我！', '裂地斩', '补水计划', '巨雷枪', '重新出发', '海浪冲击']"
69,"[""10010"",""10026"",""10014"",""10017"",""10028"",""20044"",""20048"",""20050"",""10023"",""10021"",""10030"",""10045""]",1,0,1,"[10010, 10014, 10017, 10021, 10023, 10026, 10028, 10030, 10045, 20044, 20048, 20050]","['电吉他 和鸣', '茶壶 灵愈', '电池 欧姆', '铅笔 追忆', '牙膏 露洁', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '盔甲 怀抱', '胡乱抓挠', '超电磁炮', '海浪冲击']"
70,"[""10010"",""10026"",""10023"",""10011"",""10028"",""10031"",""20016"",""10021"",""10018"",""10030"",""20050"",""20036""]",1,1,0,"[10010, 10011, 10018, 10021, 10023, 10026, 10028, 10030, 10031, 20016, 20036, 20050]","['电吉他 和鸣', '纸巾 缠缠', '萨克斯 莉莉', '铅笔 追忆', '牙膏 露洁', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '引力炸弹', '巨雷枪', '海浪冲击']"
71,"[""10010"",""10026"",""10023"",""10014"",""10028"",""10031"",""20016"",""10021"",""10018"",""10030"",""20050"",""20036""]",1,1,0,"[10010, 10014, 10018, 10021, 10023, 10026, 10028, 10030, 10031, 20016, 20036, 20050]","['电吉他 和鸣', '茶壶 灵愈', '萨克斯 莉莉', '铅笔 追忆', '牙膏 露洁', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '引力炸弹', '巨雷枪', '海浪冲击']"
72,"[""10010"",""10026"",""10023"",""20010"",""10028"",""10031"",""20016"",""10021"",""10018"",""10030"",""20050"",""20036""]",2,0,2,"[10010, 10018, 10021, 10023, 10026, 10028, 10030, 10031, 20010, 20016, 20036, 20050]","['电吉他 和鸣', '萨克斯 莉莉', '铅笔 追忆', '牙膏 露洁', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '有丝分裂', '引力炸弹', '巨雷枪', '海浪冲击']"
73,"[""10010"",""10026"",""10027"",""20050"",""10034"",""10028"",""10016"",""10012"",""10014"",""20022"",""10032"",""20027""]",2,1,1,"[10010, 10012, 10014, 10016, 10026, 10027, 10028, 10032, 10034, 20022, 20027, 20050]","['电吉他 和鸣', '摩托 赤狸', '茶壶 灵愈', '电扇 彩虹', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '自行车 闪电', '剪刀 刺痛', '蓄力', '嗜血杀戮', '海浪冲击']"
74,"[""10010"",""10026"",""10028"",""10031"",""20043"",""20016"",""20050"",""20042"",""20026"",""10021"",""10030"",""10017""]",1,0,1,"[10010, 10017, 10021, 10026, 10028, 10030, 10031, 20016, 20026, 20042, 20043, 20050]","['电吉他 和鸣', '电池 欧姆', '铅笔 追忆', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '引力炸弹', '风暴针刺', '协力攻击', '爆裂药瓶', '海浪冲击']"
75,"[""10010"",""10026"",""10028"",""20011"",""20050"",""10024"",""20044"",""20026"",""20036"",""10027"",""20022"",""20024""]",1,1,0,"[10010, 10024, 10026, 10027, 10028, 20011, 20022, 20024, 20026, 20036, 20044, 20050]","['电吉他 和鸣', '书 幻梦', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '魅惑', '蓄力', '裂地斩', '风暴针刺', '巨雷枪', '胡乱抓挠', '海浪冲击']"
76,"[""10010"",""10026"",""10032"",""10028"",""10025"",""10017"",""20026"",""10019"",""10037"",""20032"",""10035"",""20048""]",1,0,1,"[10010, 10017, 10019, 10025, 10026, 10028, 10032, 10035, 10037, 20026, 20032, 20048]","['电吉他 和鸣', '电池 欧姆', '电池 焦耳', '电池 伏特', '爆米花 米莉', '羽毛球 拉丽', '自行车 闪电', '纯净水 浅浅', '红汽水 浅浅', '风暴针刺', '奋力滋水', '超电磁炮']"
77,"[""10010"",""10026"",""10032"",""20010"",""10012"",""10017"",""10028"",""10030"",""10019"",""10039"",""10036"",""20011""]",1,0,1,"[10010, 10012, 10017, 10019, 10026, 10028, 10030, 10032, 10036, 10039, 20010, 20011]","['电吉他 和鸣', '摩托 赤狸', '电池 欧姆', '电池 焦耳', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '自行车 闪电', '纯净水 满满', '绿汽水 浅浅', '有丝分裂', '魅惑']"
78,"[""10010"",""10026"",""10032"",""20015"",""10030"",""20050"",""20036"",""20011"",""20042"",""10029"",""20048"",""20026""]",1,0,1,"[10010, 10026, 10029, 10030, 10032, 20011, 20015, 20026, 20036, 20042, 20048, 20050]","['电吉他 和鸣', '爆米花 米莉', '姨妈巾 玫瑰', '鼠标 点点', '自行车 闪电', '魅惑', '英勇祝福', '风暴针刺', '巨雷枪', '协力攻击', '超电磁炮', '海浪冲击']"
79,"[""10010"",""10026"",""20010"",""20024"",""10011"",""20011"",""10028"",""20016"",""20050"",""10015"",""20014"",""20036""]",1,0,1,"[10010, 10011, 10015, 10026, 10028, 20010, 20011, 20014, 20016, 20024, 20036, 20050]","['电吉他 和鸣', '纸巾 缠缠', '留声机 回音', '爆米花 米莉', '羽毛球 拉丽', '有丝分裂', '魅惑', '见证我！', '引力炸弹', '裂地斩', '巨雷枪', '海浪冲击']"
80,"[""10010"",""10026"",""20012"",""20044"",""10023"",""10028"",""10014"",""20048"",""10021"",""20026"",""10030"",""20043""]",4,4,0,"[10010, 10014, 10021, 10023, 10026, 10028, 10030, 20012, 20026, 20043, 20044, 20048]","['电吉他 和鸣', '茶壶 灵愈', '铅笔 追忆', '牙膏 露洁', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '弹射锯片', '风暴针刺', '爆裂药瓶', '胡乱抓挠', '超电磁炮']"
81,"[""10010"",""10026"",""20012"",""20044"",""10023"",""10028"",""20050"",""20048"",""10021"",""20026"",""10030"",""20043""]",1,1,0,"[10010, 10021, 10023, 10026, 10028, 10030, 20012, 20026, 20043, 20044, 20048, 20050]","['电吉他 和鸣', '铅笔 追忆', '牙膏 露洁', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '弹射锯片', '风暴针刺', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
82,"[""10010"",""10026"",""20024"",""10017"",""10011"",""10025"",""20050"",""20028"",""10019"",""10030"",""20042"",""10042""]",1,0,1,"[10010, 10011, 10017, 10019, 10025, 10026, 10030, 10042, 20024, 20028, 20042, 20050]","['电吉他 和鸣', '纸巾 缠缠', '电池 欧姆', '电池 焦耳', '电池 伏特', '爆米花 米莉', '鼠标 点点', '刀 藏锋', '裂地斩', '冰冻炸弹', '协力攻击', '海浪冲击']"
83,"[""10010"",""10026"",""20027"",""10017"",""10020"",""10028"",""10038"",""10018"",""10042"",""20026"",""10019"",""10045""]",1,0,1,"[10010, 10017, 10018, 10019, 10020, 10026, 10028, 10038, 10042, 10045, 20026, 20027]","['电吉他 和鸣', '电池 欧姆', '萨克斯 莉莉', '电池 焦耳', '时钟 晨曦', '爆米花 米莉', '羽毛球 拉丽', '红汽水 满满', '刀 藏锋', '盔甲 怀抱', '风暴针刺', '嗜血杀戮']"
84,"[""10010"",""10026"",""20027"",""10017"",""10020"",""10028"",""20046"",""10018"",""10042"",""20036"",""10019"",""20029""]",1,0,1,"[10010, 10017, 10018, 10019, 10020, 10026, 10028, 10042, 20027, 20029, 20036, 20046]","['电吉他 和鸣', '电池 欧姆', '萨克斯 莉莉', '电池 焦耳', '时钟 晨曦', '爆米花 米莉', '羽毛球 拉丽', '刀 藏锋', '嗜血杀戮', '人工降雨', '巨雷枪', '重新出发']"
85,"[""10010"",""10026"",""20027"",""20017"",""10028"",""10012"",""20016"",""20011"",""20050"",""20026"",""20044"",""10027""]",2,1,1,"[10010, 10012, 10026, 10027, 10028, 20011, 20016, 20017, 20026, 20027, 20044, 20050]","['电吉他 和鸣', '摩托 赤狸', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '魅惑', '引力炸弹', '精准爆破', '风暴针刺', '嗜血杀戮', '胡乱抓挠', '海浪冲击']"
86,"[""10010"",""10026"",""20027"",""20044"",""20012"",""10028"",""10020"",""10042"",""10021"",""20026"",""10030"",""20042""]",1,0,1,"[10010, 10020, 10021, 10026, 10028, 10030, 10042, 20012, 20026, 20027, 20042, 20044]","['电吉他 和鸣', '时钟 晨曦', '铅笔 追忆', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '刀 藏锋', '弹射锯片', '风暴针刺', '嗜血杀戮', '协力攻击', '胡乱抓挠']"
87,"[""10010"",""10026"",""20034"",""20024"",""10011"",""20047"",""10014"",""10028"",""20014"",""20044"",""20050"",""20026""]",2,1,1,"[10010, 10011, 10014, 10026, 10028, 20014, 20024, 20026, 20034, 20044, 20047, 20050]","['电吉他 和鸣', '纸巾 缠缠', '茶壶 灵愈', '爆米花 米莉', '羽毛球 拉丽', '见证我！', '裂地斩', '风暴针刺', '补水计划', '胡乱抓挠', '临摹', '海浪冲击']"
88,"[""10010"",""10026"",""20040"",""20044"",""20018"",""10043"",""20048"",""10025"",""10030"",""20023"",""10015"",""10031""]",1,0,1,"[10010, 10015, 10025, 10026, 10030, 10031, 10043, 20018, 20023, 20040, 20044, 20048]","['电吉他 和鸣', '留声机 回音', '电池 伏特', '爆米花 米莉', '鼠标 点点', '注射器 针妮', '刀 百炼', '引导', '弹簧安装', '混乱补给', '胡乱抓挠', '超电磁炮']"
89,"[""10010"",""10026"",""20040"",""20049"",""20018"",""20019"",""20020"",""10025"",""10037"",""20023"",""10029"",""10031""]",1,0,1,"[10010, 10025, 10026, 10029, 10031, 10037, 20018, 20019, 20020, 20023, 20040, 20049]","['电吉他 和鸣', '电池 伏特', '爆米花 米莉', '姨妈巾 玫瑰', '注射器 针妮', '红汽水 浅浅', '引导', '变大！', '缩小！', '弹簧安装', '混乱补给', '尖刺墙']"
90,"[""10010"",""10026"",""20043"",""20046"",""20024"",""10032"",""10014"",""10017"",""10024"",""20050"",""20039"",""20022""]",1,0,1,"[10010, 10014, 10017, 10024, 10026, 10032, 20022, 20024, 20039, 20043, 20046, 20050]","['电吉他 和鸣', '茶壶 灵愈', '电池 欧姆', '书 幻梦', '爆米花 米莉', '自行车 闪电', '蓄力', '裂地斩', '战术核武', '爆裂药瓶', '重新出发', '海浪冲击']"
91,"[""10010"",""10026"",""20046"",""10028"",""20044"",""20034"",""20026"",""20014"",""20036"",""10011"",""20038"",""20024""]",1,1,0,"[10010, 10011, 10026, 10028, 20014, 20024, 20026, 20034, 20036, 20038, 20044, 20046]","['电吉他 和鸣', '纸巾 缠缠', '爆米花 米莉', '羽毛球 拉丽', '见证我！', '裂地斩', '风暴针刺', '补水计划', '巨雷枪', '飞砖', '胡乱抓挠', '重新出发']"
92,"[""10010"",""10026"",""20046"",""20050"",""20044"",""20034"",""20026"",""10032"",""20036"",""10011"",""20038"",""20024""]",6,2,4,"[10010, 10011, 10026, 10032, 20024, 20026, 20034, 20036, 20038, 20044, 20046, 20050]","['电吉他 和鸣', '纸巾 缠缠', '爆米花 米莉', '自行车 闪电', '裂地斩', '风暴针刺', '补水计划', '巨雷枪', '飞砖', '胡乱抓挠', '重新出发', '海浪冲击']"
93,"[""10010"",""10026"",""20047"",""10014"",""10017"",""10028"",""20016"",""20050"",""10015"",""10030"",""10019"",""10021""]",1,1,0,"[10010, 10014, 10015, 10017, 10019, 10021, 10026, 10028, 10030, 20016, 20047, 20050]","['电吉他 和鸣', '茶壶 灵愈', '留声机 回音', '电池 欧姆', '电池 焦耳', '铅笔 追忆', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '引力炸弹', '临摹', '海浪冲击']"
94,"[""10010"",""10026"",""20050"",""10028"",""10025"",""10017"",""20026"",""20044"",""10037"",""20032"",""10035"",""20048""]",1,0,1,"[10010, 10017, 10025, 10026, 10028, 10035, 10037, 20026, 20032, 20044, 20048, 20050]","['电吉他 和鸣', '电池 欧姆', '电池 伏特', '爆米花 米莉', '羽毛球 拉丽', '纯净水 浅浅', '红汽水 浅浅', '风暴针刺', '奋力滋水', '胡乱抓挠', '超电磁炮', '海浪冲击']"
95,"[""10010"",""10027"",""10021"",""10030"",""20042"",""10024"",""20050"",""20016"",""10031"",""10028"",""20043"",""10017""]",1,1,0,"[10010, 10017, 10021, 10024, 10027, 10028, 10030, 10031, 20016, 20042, 20043, 20050]","['电吉他 和鸣', '电池 欧姆', '铅笔 追忆', '书 幻梦', '牛奶 银河', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '引力炸弹', '协力攻击', '爆裂药瓶', '海浪冲击']"
96,"[""10010"",""10028"",""10017"",""20016"",""10015"",""10030"",""10021"",""10031"",""20050"",""10014"",""20011"",""20043""]",1,1,0,"[10010, 10014, 10015, 10017, 10021, 10028, 10030, 10031, 20011, 20016, 20043, 20050]","['电吉他 和鸣', '茶壶 灵愈', '留声机 回音', '电池 欧姆', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '魅惑', '引力炸弹', '爆裂药瓶', '海浪冲击']"
97,"[""10010"",""10028"",""10017"",""20016"",""10015"",""10030"",""10021"",""20042"",""20050"",""10014"",""20011"",""20043""]",2,2,0,"[10010, 10014, 10015, 10017, 10021, 10028, 10030, 20011, 20016, 20042, 20043, 20050]","['电吉他 和鸣', '茶壶 灵愈', '留声机 回音', '电池 欧姆', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '魅惑', '引力炸弹', '协力攻击', '爆裂药瓶', '海浪冲击']"
98,"[""10010"",""10028"",""10017"",""20016"",""10015"",""10030"",""10021"",""20042"",""20050"",""20051"",""20011"",""20043""]",2,2,0,"[10010, 10015, 10017, 10021, 10028, 10030, 20011, 20016, 20042, 20043, 20050, 20051]","['电吉他 和鸣', '留声机 回音', '电池 欧姆', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '魅惑', '引力炸弹', '协力攻击', '爆裂药瓶', '海浪冲击', '修建阵地']"
99,"[""10010"",""10028"",""10025"",""10024"",""10011"",""10030"",""10014"",""10023"",""10045"",""20047"",""20010"",""20034""]",4,2,2,"[10010, 10011, 10014, 10023, 10024, 10025, 10028, 10030, 10045, 20010, 20034, 20047]","['电吉他 和鸣', '纸巾 缠缠', '茶壶 灵愈', '牙膏 露洁', '书 幻梦', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '盔甲 怀抱', '有丝分裂', '补水计划', '临摹']"
100,"[""10010"",""10028"",""10025"",""10024"",""10011"",""10030"",""20019"",""20026"",""10035"",""20043"",""20047"",""20051""]",1,0,1,"[10010, 10011, 10024, 10025, 10028, 10030, 10035, 20019, 20026, 20043, 20047, 20051]","['电吉他 和鸣', '纸巾 缠缠', '书 幻梦', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '纯净水 浅浅', '变大！', '风暴针刺', '爆裂药瓶', '临摹', '修建阵地']"
101,"[""10010"",""10028"",""10025"",""20043"",""10014"",""10021"",""10030"",""10023"",""10017"",""20026"",""10026"",""10019""]",1,0,1,"[10010, 10014, 10017, 10019, 10021, 10023, 10025, 10026, 10028, 10030, 20026, 20043]","['电吉他 和鸣', '茶壶 灵愈', '电池 欧姆', '电池 焦耳', '铅笔 追忆', '牙膏 露洁', '电池 伏特', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '风暴针刺', '爆裂药瓶']"
102,"[""10010"",""10028"",""10025"",""20043"",""20030"",""10021"",""10030"",""10023"",""10017"",""20026"",""10026"",""20050""]",1,0,1,"[10010, 10017, 10021, 10023, 10025, 10026, 10028, 10030, 20026, 20030, 20043, 20050]","['电吉他 和鸣', '电池 欧姆', '铅笔 追忆', '牙膏 露洁', '电池 伏特', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '风暴针刺', '雷枪', '爆裂药瓶', '海浪冲击']"
103,"[""10010"",""10028"",""10031"",""10045"",""20014"",""20034"",""10021"",""10023"",""10027"",""10030"",""20040"",""20046""]",1,0,1,"[10010, 10021, 10023, 10027, 10028, 10030, 10031, 10045, 20014, 20034, 20040, 20046]","['电吉他 和鸣', '铅笔 追忆', '牙膏 露洁', '牛奶 银河', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '盔甲 怀抱', '见证我！', '补水计划', '混乱补给', '重新出发']"
104,"[""10010"",""10028"",""10031"",""20043"",""20030"",""10021"",""10030"",""10023"",""10017"",""20026"",""10026"",""20050""]",1,0,1,"[10010, 10017, 10021, 10023, 10026, 10028, 10030, 10031, 20026, 20030, 20043, 20050]","['电吉他 和鸣', '电池 欧姆', '铅笔 追忆', '牙膏 露洁', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '风暴针刺', '雷枪', '爆裂药瓶', '海浪冲击']"
105,"[""10010"",""10028"",""10031"",""20043"",""20030"",""10021"",""10030"",""10023"",""10020"",""20026"",""10026"",""20050""]",3,2,1,"[10010, 10020, 10021, 10023, 10026, 10028, 10030, 10031, 20026, 20030, 20043, 20050]","['电吉他 和鸣', '时钟 晨曦', '铅笔 追忆', '牙膏 露洁', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '风暴针刺', '雷枪', '爆裂药瓶', '海浪冲击']"
